ID	ID_merged	date	siteID	elevation_m_asl	blockID	warming	individual_nr	species	trait	value	merged	flag
AOU7174	AOU7174	2022-07-24	Ulvehaugen	1208	Ulv_5	C	4	Carex vaginata	d15n	0.368	NA	NA
BQH6286	BQH6286	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Carex vaginata	c_percent	43.26	NA	NA
BQH6286	BQH6286	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Carex vaginata	n_percent	1.03	NA	NA
BQH6286	BQH6286	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Carex vaginata	c_n	42	NA	NA
BQH6286	BQH6286	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Carex vaginata	d15n	1.3509999999999998	NA	NA
BPZ3529	BPZ3529	2022-07-24	Ulvehaugen	1208	Ulv_5	C	1	Carex vaginata	c_percent	42.96	NA	NA
BPZ3529	BPZ3529	2022-07-24	Ulvehaugen	1208	Ulv_5	C	1	Carex vaginata	n_percent	1.63	NA	NA
BPZ3529	BPZ3529	2022-07-24	Ulvehaugen	1208	Ulv_5	C	1	Carex vaginata	c_n	26.355828220858896	NA	NA
BPZ3529	BPZ3529	2022-07-24	Ulvehaugen	1208	Ulv_5	C	1	Carex vaginata	d15n	1.0399999999999998	NA	NA
BJZ8372	BJZ8372	2022-07-24	Ulvehaugen	1208	Ulv_5	C	5	Carex vaginata	c_percent	42.63	NA	NA
BJZ8372	BJZ8372	2022-07-24	Ulvehaugen	1208	Ulv_5	C	5	Carex vaginata	n_percent	1.79	NA	NA
BJZ8372	BJZ8372	2022-07-24	Ulvehaugen	1208	Ulv_5	C	5	Carex vaginata	c_n	23.81564245810056	NA	NA
BJZ8372	BJZ8372	2022-07-24	Ulvehaugen	1208	Ulv_5	C	5	Carex vaginata	d15n	0.6960000000000001	NA	NA
AOV0736	AOV0736	2022-07-24	Ulvehaugen	1208	Ulv_5	C	3	Carex vaginata	c_percent	43.01	NA	NA
AOV0736	AOV0736	2022-07-24	Ulvehaugen	1208	Ulv_5	C	3	Carex vaginata	n_percent	1.39	NA	NA
AOV0736	AOV0736	2022-07-24	Ulvehaugen	1208	Ulv_5	C	3	Carex vaginata	c_n	30.942446043165468	NA	NA
AOV0736	AOV0736	2022-07-24	Ulvehaugen	1208	Ulv_5	C	3	Carex vaginata	d15n	-0.553	NA	NA
BLY3806	BLY3806	2022-07-24	Ulvehaugen	1208	Ulv_5	C	3	Festuca ovina	c_percent	44.41	NA	NA
BLY3806	BLY3806	2022-07-24	Ulvehaugen	1208	Ulv_5	C	3	Festuca ovina	n_percent	1.37	NA	NA
BLY3806	BLY3806	2022-07-24	Ulvehaugen	1208	Ulv_5	C	3	Festuca ovina	c_n	32.41605839416058	NA	NA
BLY3806	BLY3806	2022-07-24	Ulvehaugen	1208	Ulv_5	C	3	Festuca ovina	d15n	-2.396	NA	NA
BMG4033	BMG4033	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Festuca ovina	c_percent	42.81	NA	NA
BMG4033	BMG4033	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Festuca ovina	n_percent	1.57	NA	NA
BMG4033	BMG4033	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Festuca ovina	c_n	27.26751592356688	NA	NA
BMG4033	BMG4033	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Festuca ovina	d15n	-2.52	NA	NA
AOA4400	AOA4400	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Ranunculus acris	c_percent	39.64	NA	NA
AOA4400	AOA4400	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Ranunculus acris	n_percent	1.42	NA	NA
AOA4400	AOA4400	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Ranunculus acris	c_n	27.91549295774648	NA	NA
AOA4400	AOA4400	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Ranunculus acris	d15n	-3.721	NA	NA
AOI3809	AOI3809	2022-07-24	Ulvehaugen	1208	Ulv_5	C	1	Ranunculus acris	c_percent	40.46	NA	NA
AOI3809	AOI3809	2022-07-24	Ulvehaugen	1208	Ulv_5	C	1	Ranunculus acris	n_percent	1.74	NA	NA
AOI3809	AOI3809	2022-07-24	Ulvehaugen	1208	Ulv_5	C	1	Ranunculus acris	c_n	23.25287356321839	NA	NA
AOI3809	AOI3809	2022-07-24	Ulvehaugen	1208	Ulv_5	C	1	Ranunculus acris	d15n	-4.85	NA	NA
AOY8129	AOY8129	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Salix herbacea	c_percent	46.73	NA	NA
AOY8129	AOY8129	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Salix herbacea	n_percent	2.67	NA	NA
AOY8129	AOY8129	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Salix herbacea	c_n	17.50187265917603	NA	NA
AOY8129	AOY8129	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Salix herbacea	d15n	0.07899999999999996	NA	NA
BKW5556	BKW5556	2022-07-24	Ulvehaugen	1208	Ulv_5	C	1	Salix herbacea	c_percent	47.24	NA	NA
BKW5556	BKW5556	2022-07-24	Ulvehaugen	1208	Ulv_5	C	1	Salix herbacea	n_percent	2.22	NA	NA
BKW5556	BKW5556	2022-07-24	Ulvehaugen	1208	Ulv_5	C	1	Salix herbacea	c_n	21.27927927927928	NA	NA
BKW5556	BKW5556	2022-07-24	Ulvehaugen	1208	Ulv_5	C	1	Salix herbacea	d15n	0.696	NA	NA
APA6551	APA6551	2022-07-24	Ulvehaugen	1208	Ulv_5	C	4	Salix herbacea	c_percent	47.33	NA	NA
APA6551	APA6551	2022-07-24	Ulvehaugen	1208	Ulv_5	C	4	Salix herbacea	n_percent	2.68	NA	NA
APA6551	APA6551	2022-07-24	Ulvehaugen	1208	Ulv_5	C	4	Salix herbacea	c_n	17.66044776119403	NA	NA
APA6551	APA6551	2022-07-24	Ulvehaugen	1208	Ulv_5	C	4	Salix herbacea	d15n	-0.871	NA	NA
AOZ1703	AOZ1703	2022-07-24	Ulvehaugen	1208	Ulv_5	C	3	Salix herbacea	c_percent	46.96	NA	NA
AOZ1703	AOZ1703	2022-07-24	Ulvehaugen	1208	Ulv_5	C	3	Salix herbacea	n_percent	2.46	NA	NA
AOZ1703	AOZ1703	2022-07-24	Ulvehaugen	1208	Ulv_5	C	3	Salix herbacea	c_n	19.089430894308943	NA	NA
AOZ1703	AOZ1703	2022-07-24	Ulvehaugen	1208	Ulv_5	C	3	Salix herbacea	d15n	0.15399999999999997	NA	NA
BQF6516	BQF6516	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Sibbaldia procumbens	c_percent	42.41	NA	NA
BQF6516	BQF6516	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Sibbaldia procumbens	n_percent	1.99	NA	NA
BQF6516	BQF6516	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Sibbaldia procumbens	c_n	21.31155778894472	NA	NA
BQF6516	BQF6516	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Sibbaldia procumbens	d15n	-1.8880000000000001	NA	NA
BJQ5491	BJQ5491	2022-07-24	Ulvehaugen	1208	Ulv_5	C	3	Thalictrum alpinum	c_percent	42.06	NA	NA
BJQ5491	BJQ5491	2022-07-24	Ulvehaugen	1208	Ulv_5	C	3	Thalictrum alpinum	n_percent	1.76	NA	NA
BJQ5491	BJQ5491	2022-07-24	Ulvehaugen	1208	Ulv_5	C	3	Thalictrum alpinum	c_n	23.897727272727273	NA	NA
BJQ5491	BJQ5491	2022-07-24	Ulvehaugen	1208	Ulv_5	C	3	Thalictrum alpinum	d15n	-3.735	NA	NA
APC1903	APC1903	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Thalictrum alpinum	c_percent	42.16	NA	NA
APC1903	APC1903	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Thalictrum alpinum	n_percent	1.71	NA	NA
APC1903	APC1903	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Thalictrum alpinum	c_n	24.654970760233915	NA	NA
APC1903	APC1903	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Thalictrum alpinum	d15n	-2.9450000000000003	NA	NA
BMH4374	BMH4374	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Vaccinium myrtillus	c_percent	46.57	NA	NA
BMH4374	BMH4374	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Vaccinium myrtillus	n_percent	1.97	NA	NA
BMH4374	BMH4374	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Vaccinium myrtillus	c_n	23.639593908629443	NA	NA
BMH4374	BMH4374	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Vaccinium myrtillus	d15n	-1.572	NA	NA
BME3080	BME3080	2022-07-24	Ulvehaugen	1208	Ulv_5	C	3	Vaccinium vitis-idaea	c_percent	47.67	NA	NA
BME3080	BME3080	2022-07-24	Ulvehaugen	1208	Ulv_5	C	3	Vaccinium vitis-idaea	n_percent	0.79	NA	NA
BME3080	BME3080	2022-07-24	Ulvehaugen	1208	Ulv_5	C	3	Vaccinium vitis-idaea	c_n	60.34177215189873	NA	NA
BME3080	BME3080	2022-07-24	Ulvehaugen	1208	Ulv_5	C	3	Vaccinium vitis-idaea	d15n	-6.026999999999999	NA	NA
API0339	API0339	2022-07-24	Ulvehaugen	1208	Ulv_5	C	1	Vaccinium vitis-idaea	c_percent	50.02	NA	NA
API0339	API0339	2022-07-24	Ulvehaugen	1208	Ulv_5	C	1	Vaccinium vitis-idaea	n_percent	1.19	NA	NA
API0339	API0339	2022-07-24	Ulvehaugen	1208	Ulv_5	C	1	Vaccinium vitis-idaea	c_n	42.03361344537816	NA	NA
API0339	API0339	2022-07-24	Ulvehaugen	1208	Ulv_5	C	1	Vaccinium vitis-idaea	d15n	-5.622999999999999	NA	NA
APG3834	APG3834	2022-07-24	Ulvehaugen	1208	Ulv_5	C	4	Vaccinium vitis-idaea	c_percent	49.28	NA	NA
APG3834	APG3834	2022-07-24	Ulvehaugen	1208	Ulv_5	C	4	Vaccinium vitis-idaea	n_percent	0.97	NA	NA
APG3834	APG3834	2022-07-24	Ulvehaugen	1208	Ulv_5	C	4	Vaccinium vitis-idaea	c_n	50.80412371134021	NA	NA
APG3834	APG3834	2022-07-24	Ulvehaugen	1208	Ulv_5	C	4	Vaccinium vitis-idaea	d15n	-2.541	NA	NA
ANW0241	ANW0241	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Veronica alpina	c_percent	45.86	NA	NA
ANW0241	ANW0241	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Veronica alpina	n_percent	1.83	NA	NA
ANW0241	ANW0241	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Veronica alpina	c_n	25.060109289617486	NA	NA
ANW0241	ANW0241	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Veronica alpina	d15n	-2.168	NA	NA
ANL0836	ANL0836	2022-07-24	Ulvehaugen	1208	Ulv_5	C	1	Viola biflora	c_percent	38.8	NA	NA
ANL0836	ANL0836	2022-07-24	Ulvehaugen	1208	Ulv_5	C	1	Viola biflora	n_percent	2.26	NA	NA
ANL0836	ANL0836	2022-07-24	Ulvehaugen	1208	Ulv_5	C	1	Viola biflora	c_n	17.168141592920353	NA	NA
ANL0836	ANL0836	2022-07-24	Ulvehaugen	1208	Ulv_5	C	1	Viola biflora	d15n	-1.713	NA	NA
ANX8526	ANX8526	2022-07-24	Ulvehaugen	1208	Ulv_5	C	4	Viola biflora	c_percent	42.77	NA	NA
ANX8526	ANX8526	2022-07-24	Ulvehaugen	1208	Ulv_5	C	4	Viola biflora	n_percent	3.16	NA	NA
ANX8526	ANX8526	2022-07-24	Ulvehaugen	1208	Ulv_5	C	4	Viola biflora	c_n	13.534810126582279	NA	NA
ANX8526	ANX8526	2022-07-24	Ulvehaugen	1208	Ulv_5	C	4	Viola biflora	d15n	0.839	NA	NA
ANP0381	ANP0381	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Viola biflora	c_percent	41.72	NA	NA
ANP0381	ANP0381	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Viola biflora	n_percent	1.83	NA	NA
ANP0381	ANP0381	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Viola biflora	c_n	22.797814207650273	NA	NA
ANP0381	ANP0381	2022-07-24	Ulvehaugen	1208	Ulv_5	C	2	Viola biflora	d15n	-1.719	NA	NA
BGS2925	BGS2925	2022-07-24	Ulvehaugen	1208	Ulv_5	W	3	Agrostis capillaris	c_percent	41.55	NA	NA
BGS2925	BGS2925	2022-07-24	Ulvehaugen	1208	Ulv_5	W	3	Agrostis capillaris	n_percent	1.95	NA	NA
BGS2925	BGS2925	2022-07-24	Ulvehaugen	1208	Ulv_5	W	3	Agrostis capillaris	c_n	21.307692307692307	NA	NA
BGS2925	BGS2925	2022-07-24	Ulvehaugen	1208	Ulv_5	W	3	Agrostis capillaris	d15n	-3.093	NA	NA
BMT1443	BMT1443	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Agrostis capillaris	c_percent	44.38	NA	NA
BMT1443	BMT1443	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Agrostis capillaris	n_percent	2.49	NA	NA
BMT1443	BMT1443	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Agrostis capillaris	c_n	17.82329317269076	NA	NA
BMT1443	BMT1443	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Agrostis capillaris	d15n	-3.778	NA	NA
BKJ4618	BKJ4618	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Agrostis capillaris	c_percent	45.72	NA	NA
BKJ4618	BKJ4618	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Agrostis capillaris	n_percent	2.11	NA	NA
BKJ4618	BKJ4618	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Agrostis capillaris	c_n	21.66824644549763	NA	NA
BKJ4618	BKJ4618	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Agrostis capillaris	d15n	-2.005	NA	NA
AGR2370	AGR2370	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Alchemilla alpina	c_percent	41.82	NA	NA
AGR2370	AGR2370	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Alchemilla alpina	n_percent	1.52	NA	NA
AGR2370	AGR2370	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Alchemilla alpina	c_n	27.513157894736842	NA	NA
AGR2370	AGR2370	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Alchemilla alpina	d15n	-0.25	NA	NA
BGR8081	BGR8081	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Alchemilla alpina	c_percent	41.35	NA	NA
BGR8081	BGR8081	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Alchemilla alpina	n_percent	1.22	NA	NA
BGR8081	BGR8081	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Alchemilla alpina	c_n	33.89344262295082	NA	NA
BGR8081	BGR8081	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Alchemilla alpina	d15n	-3.36	NA	NA
BMO4389	BMO4389	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Anthoxanthum odoratum	c_percent	44.27	NA	NA
BMO4389	BMO4389	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Anthoxanthum odoratum	n_percent	1.56	NA	NA
BMO4389	BMO4389	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Anthoxanthum odoratum	c_n	28.378205128205128	NA	NA
BMO4389	BMO4389	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Anthoxanthum odoratum	d15n	-1.497	NA	NA
BMK5896	BMK5896	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Avenella flexuosa	c_percent	41.68	NA	NA
BMK5896	BMK5896	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Avenella flexuosa	n_percent	1.05	NA	NA
BMK5896	BMK5896	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Avenella flexuosa	c_n	39.695238095238096	NA	NA
BMK5896	BMK5896	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Avenella flexuosa	d15n	-0.8650000000000001	NA	NA
CTY5711	CTY5711	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Avenella flexuosa	c_percent	44.19	NA	NA
CTY5711	CTY5711	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Avenella flexuosa	n_percent	1.04	NA	NA
CTY5711	CTY5711	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Avenella flexuosa	c_n	42.49038461538461	NA	NA
CTY5711	CTY5711	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Avenella flexuosa	d15n	-2.955	NA	NA
AFW7450	AFW7450	2022-07-24	Ulvehaugen	1208	Ulv_5	W	3	Bistorta vivipara	c_percent	45.14	NA	NA
AFW7450	AFW7450	2022-07-24	Ulvehaugen	1208	Ulv_5	W	3	Bistorta vivipara	n_percent	2.89	NA	NA
AFW7450	AFW7450	2022-07-24	Ulvehaugen	1208	Ulv_5	W	3	Bistorta vivipara	c_n	15.619377162629757	NA	NA
AFW7450	AFW7450	2022-07-24	Ulvehaugen	1208	Ulv_5	W	3	Bistorta vivipara	d15n	-3.629	NA	NA
AEC5308	AEC5308	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Bistorta vivipara	c_percent	44.01	NA	NA
AEC5308	AEC5308	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Bistorta vivipara	n_percent	2.13	NA	NA
AEC5308	AEC5308	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Bistorta vivipara	c_n	20.661971830985916	NA	NA
AEC5308	AEC5308	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Bistorta vivipara	d15n	-4.51	NA	NA
BMP7169	BMP7169	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Bistorta vivipara	c_percent	43.44	NA	NA
BMP7169	BMP7169	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Bistorta vivipara	n_percent	2.55	NA	NA
BMP7169	BMP7169	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Bistorta vivipara	c_n	17.03529411764706	NA	NA
BMP7169	BMP7169	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Bistorta vivipara	d15n	-4.1899999999999995	NA	NA
BGU2134	BGU2134	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Carex vaginata	c_percent	43.31	NA	NA
BGU2134	BGU2134	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Carex vaginata	n_percent	1.63	NA	NA
BGU2134	BGU2134	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Carex vaginata	c_n	26.570552147239265	NA	NA
BGU2134	BGU2134	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Carex vaginata	d15n	0.841	NA	NA
AEM2484	AEM2484	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Carex vaginata	c_percent	45	NA	NA
AEM2484	AEM2484	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Carex vaginata	n_percent	1.5	NA	NA
AEM2484	AEM2484	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Carex vaginata	c_n	30	NA	NA
AEM2484	AEM2484	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Carex vaginata	d15n	-0.01999999999999999	NA	NA
BGV7622	BGV7622	2022-07-24	Ulvehaugen	1208	Ulv_5	W	3	Carex vaginata	c_percent	43.05	NA	NA
BGV7622	BGV7622	2022-07-24	Ulvehaugen	1208	Ulv_5	W	3	Carex vaginata	n_percent	1.56	NA	NA
BGV7622	BGV7622	2022-07-24	Ulvehaugen	1208	Ulv_5	W	3	Carex vaginata	c_n	27.596153846153843	NA	NA
BGV7622	BGV7622	2022-07-24	Ulvehaugen	1208	Ulv_5	W	3	Carex vaginata	d15n	0.674	NA	NA
ALU9718	ALU9718	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Sibbaldia procumbens	c_percent	41.76	NA	NA
ALU9718	ALU9718	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Sibbaldia procumbens	n_percent	1.61	NA	NA
ALU9718	ALU9718	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Sibbaldia procumbens	c_n	25.93788819875776	NA	NA
ALU9718	ALU9718	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Sibbaldia procumbens	d15n	0.489	NA	NA
CTX4991	CTX4991	2022-07-24	Ulvehaugen	1208	Ulv_5	W	3	Sibbaldia procumbens	c_percent	48.67	NA	NA
CTX4991	CTX4991	2022-07-24	Ulvehaugen	1208	Ulv_5	W	3	Sibbaldia procumbens	n_percent	2.24	NA	NA
CTX4991	CTX4991	2022-07-24	Ulvehaugen	1208	Ulv_5	W	3	Sibbaldia procumbens	c_n	21.72767857142857	NA	NA
CTX4991	CTX4991	2022-07-24	Ulvehaugen	1208	Ulv_5	W	3	Sibbaldia procumbens	d15n	-2.716	NA	NA
BDY1723	BDY1723	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Sibbaldia procumbens	c_percent	45	NA	NA
BDY1723	BDY1723	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Sibbaldia procumbens	n_percent	1.29	NA	NA
BDY1723	BDY1723	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Sibbaldia procumbens	c_n	34.883720930232556	NA	NA
BDY1723	BDY1723	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Sibbaldia procumbens	d15n	-4.181	NA	NA
CTV4889	CTV4889	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Thalictrum alpinum	c_percent	43.23	NA	NA
CTV4889	CTV4889	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Thalictrum alpinum	n_percent	2	NA	NA
CTV4889	CTV4889	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Thalictrum alpinum	c_n	21.615	NA	NA
CTV4889	CTV4889	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Thalictrum alpinum	d15n	-3.5140000000000002	NA	NA
CTW6540	CTW6540	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Thalictrum alpinum	c_percent	44.86	NA	NA
CTW6540	CTW6540	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Thalictrum alpinum	n_percent	2.27	NA	NA
CTW6540	CTW6540	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Thalictrum alpinum	c_n	19.762114537444933	NA	NA
CTW6540	CTW6540	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Thalictrum alpinum	d15n	-2.919	NA	NA
BNO4215	BNO4215	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Vaccinium myrtillus	c_percent	41.05	NA	NA
BNO4215	BNO4215	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Vaccinium myrtillus	n_percent	1.96	NA	NA
BNO4215	BNO4215	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Vaccinium myrtillus	c_n	20.943877551020407	NA	NA
BNO4215	BNO4215	2022-07-24	Ulvehaugen	1208	Ulv_5	W	1	Vaccinium myrtillus	d15n	-3.652	NA	NA
AFF2253	AFF2253	2022-07-24	Ulvehaugen	1208	Ulv_5	W	3	Viola biflora	c_percent	51.74	NA	NA
AFF2253	AFF2253	2022-07-24	Ulvehaugen	1208	Ulv_5	W	3	Viola biflora	n_percent	2.16	NA	NA
AFF2253	AFF2253	2022-07-24	Ulvehaugen	1208	Ulv_5	W	3	Viola biflora	c_n	23.953703703703702	NA	NA
AFF2253	AFF2253	2022-07-24	Ulvehaugen	1208	Ulv_5	W	3	Viola biflora	d15n	-1.8689999999999998	NA	NA
BMU6814	BMU6814	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Viola biflora	c_percent	41.81	NA	NA
BMU6814	BMU6814	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Viola biflora	n_percent	2.73	NA	NA
BMU6814	BMU6814	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Viola biflora	c_n	15.315018315018316	NA	NA
BMU6814	BMU6814	2022-07-24	Ulvehaugen	1208	Ulv_5	W	2	Viola biflora	d15n	-2.2359999999999998	NA	NA
ANT6922	ANT6922	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Agrostis capillaris	c_percent	36.38	NA	NA
ANT6922	ANT6922	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Agrostis capillaris	n_percent	2.16	NA	NA
ANT6922	ANT6922	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Agrostis capillaris	c_n	16.84259259259259	NA	NA
ANT6922	ANT6922	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Agrostis capillaris	d15n	-3.491	NA	NA
ANC7866	ANC7866	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Anthoxanthum odoratum	c_percent	44.98	NA	NA
ANC7866	ANC7866	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Anthoxanthum odoratum	n_percent	1.5	NA	NA
ANC7866	ANC7866	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Anthoxanthum odoratum	c_n	29.986666666666665	NA	NA
ANC7866	ANC7866	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Anthoxanthum odoratum	d15n	-5.1370000000000005	NA	NA
BLC4647	BLC4647	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Carex bigelowii	c_percent	44.94745624292459	NA	NA
BLC4647	BLC4647	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Carex bigelowii	n_percent	1.7432397939296858	NA	NA
BLC4647	BLC4647	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Carex bigelowii	c_n	25.783863126255344	NA	NA
BLC4647	BLC4647	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Carex bigelowii	d15n	1.694	NA	NA
BKG4875	BKG4875	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Festuca vivipara	c_percent	42.63114665211035	NA	NA
BKG4875	BKG4875	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Festuca vivipara	n_percent	1.484395901010134	NA	NA
BKG4875	BKG4875	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Festuca vivipara	c_n	28.719525985688712	NA	NA
BKG4875	BKG4875	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Festuca vivipara	d15n	-3.036	NA	NA
BMW0132	BMW0132	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Festuca vivipara	c_percent	31.77192810942615	NA	NA
BMW0132	BMW0132	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Festuca vivipara	n_percent	1.028281834230308	NA	NA
BMW0132	BMW0132	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Festuca vivipara	c_n	30.898073905203383	NA	NA
BMW0132	BMW0132	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Festuca vivipara	d15n	-3.353	NA	NA
BOR7150	BOR7150	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Festuca vivipara	c_percent	47.24619161006118	NA	NA
BOR7150	BOR7150	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Festuca vivipara	n_percent	1.3551269683452491	NA	NA
BOR7150	BOR7150	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Festuca vivipara	c_n	34.864771134880215	NA	NA
BOR7150	BOR7150	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Festuca vivipara	d15n	-3.2260000000000004	NA	NA
